complaint_id,ward,category,priority,status,date,latitude,longitude,rainfall,traffic,population,department
CMP-000223,Ward-21,Water Supply,Low,Resolved,2024-05-25,12.803482,77.611074,102.6,15.7,93104,Traffic Police
CMP-000224,Ward-22,Garbage Collection,Low,Open,2025-03-23,13.054673,77.567947,56.3,65.8,16504,Traffic Police
CMP-000225,Ward-20,Power Outage,Low,Open,2024-01-02,12.911834,77.436247,0,67.8,97240,Water Board
CMP-000226,Ward-40,Garbage Collection,Medium,Pending,2024-05-24,12.762874,77.587593,40.5,45.8,110448,Roads & Infrastructure
CMP-000227,Ward-22,Sewage Overflow,Low,In Progress,2024-03-10,13.045846,77.564474,68.4,71.3,16504,General Administration
CMP-000228,Ward-32,Public Nuisance,Medium,In Progress,2026-04-28,12.876531,77.47082,26.0,40.2,41365,Sanitation
CMP-000229,Ward-2,Garbage Collection,Critical,Open,2024-06-23,12.788508,77.615418,112.4,91.3,19165,Roads & Infrastructure
CMP-000230,Ward-2,Streetlight Outage,Medium,Resolved,2025-03-20,12.773891,77.614225,56.7,80.3,19165,Urban Planning
CMP-000231,Ward-26,Noise Pollution,High,Open,2025-01-04,13.001232,77.481286,75.2,36.2,35032,General Administration
CMP-000232,Ward-19,Water Logging,Medium,Open,2026-03-14,12.923325,77.669129,39.2,39.0,33131,Parks & Environment
CMP-000233,Ward-29,Water Supply,Medium,In Progress,2026-05-07,12.817207,77.463494,53.1,17.2,110932,Roads & Infrastructure
CMP-000234,Ward-38,Garbage Collection,Low,In Progress,2025-06-19,12.921236,77.473609,68.7,38.4,27363,Electrical
CMP-000235,Ward-3,Sewage Overflow,High,Closed,2025-11-24,12.768594,77.45854,78.4,30.2,41062,Sanitation
CMP-000236,Ward-28,Water Supply,Medium,In Progress,2026-04-22,12.932228,77.553264,30.1,95.3,55306,Roads & Infrastructure
CMP-000237,Ward-18,Sewage Overflow,High,Open,2025-12-18,12.795322,77.44234,30.1,74.1,112912,Sanitation
CMP-000238,Ward-7,Encroachment,Medium,Open,2024-10-19,12.786365,77.661851,71.1,62.1,110647,General Administration
CMP-000239,Ward-26,Road Damage,Medium,Resolved,2024-02-09,13.009072,77.497112,52.2,59.3,35032,General Administration
CMP-000240,Ward-20,Garbage Collection,High,Closed,2025-12-02,12.894822,77.434651,58.2,67.7,97240,General Administration
CMP-000241,Ward-39,Stray Animals,Low,In Progress,2026-04-23,12.777222,77.529004,21.4,56.5,110561,Water Board
CMP-000242,Ward-33,Streetlight Outage,High,Resolved,2025-08-05,12.954464,77.513553,87.4,21.4,82839,Electrical
CMP-000243,Ward-13,Garbage Collection,High,Resolved,2025-10-12,12.779882,77.594116,52.7,66.0,75589,General Administration
CMP-000244,Ward-23,Garbage Collection,High,In Progress,2026-04-30,12.957862,77.430067,50.1,84.8,115741,Electrical
CMP-000245,Ward-18,Stray Animals,Medium,Closed,2026-02-24,12.796505,77.441371,74.5,73.0,112912,Water Board
CMP-000246,Ward-18,Streetlight Outage,Medium,In Progress,2024-09-15,,,13.9,58.5,112912,Roads & Infrastructure
CMP-000247,Ward-24,Illegal Construction,Medium,In Progress,2025-12-01,12.934451,77.424743,83.5,55.8,109646,Urban Planning
CMP-000248,Ward-20,Road Damage,Medium,In Progress,2024-02-28,12.908967,77.43332,9.9,26.8,97240,Sanitation
CMP-000249,Ward-17,Encroachment,Medium,Resolved,2025-08-20,12.848564,77.598073,59.6,128.6,75142,Electrical
CMP-000250,Ward-23,Sewage Overflow,High,Closed,2026-06-16,12.95525,77.430242,6.8,82.4,115741,Sanitation
CMP-000251,Ward-15,Garbage Collection,High,In Progress,2026-03-18,12.855022,77.627928,13.8,61.9,56347,Roads & Infrastructure
CMP-000252,Ward-40,Water Supply,High,Resolved,2026-06-07,12.769865,77.596634,2.2,50.2,110448,Sanitation
CMP-000253,Ward-37,Public Nuisance,Critical,Open,2026-06-02,12.955006,77.46985,7.2,87.8,89847,Sanitation
CMP-000254,Ward-14,Tree Fall,Low,Closed,2025-05-16,12.869541,77.702452,78.5,81.6,104733,Parks & Environment
CMP-000255,Ward-3,Illegal Construction,High,Pending,2024-11-25,12.764076,77.466212,52.2,34.6,41062,Electrical
CMP-000256,Ward-7,Streetlight Outage,Medium,Open,2026-04-23,12.769929,77.663217,19.1,86.7,110647,Traffic Police
CMP-000257,Ward-32,Garbage Collection,Low,Pending,2026-04-11,12.875009,77.458107,49.1,59.2,41365,Water Board
CMP-000258,Ward-3,Streetlight Outage,Medium,Closed,2025-09-30,12.749911,77.475485,28.6,18.9,41062,Water Board
CMP-000259,Ward-8,Illegal Construction,Medium,Open,2025-12-12,12.891542,77.427634,53.1,40.3,53427,Urban Planning
CMP-000260,Ward-7,Sewage Overflow,Medium,In Progress,2026-03-14,12.77114,77.648221,61.5,98.3,110647,Electrical
CMP-000261,Ward-36,Sewage Overflow,Low,Pending,2024-12-04,12.76491,77.399679,51.4,67.0,51500,General Administration
CMP-000262,Ward-7,Encroachment,Medium,Resolved,2024-10-30,12.774298,77.64525,77.9,24.6,110647,Urban Planning
CMP-000263,Ward-8,Water Supply,High,Open,2026-05-22,12.880595,77.440392,30.2,62.7,53427,Urban Planning
CMP-000264,Ward-12,Road Damage,Medium,Resolved,2026-05-05,12.858768,77.469865,48.7,42.2,99939,Sanitation
CMP-000265,Ward-11,Road Damage,High,Resolved,2025-08-05,13.013513,77.507663,29.3,97.4,36319,Water Board
CMP-000266,Ward-9,Sewage Overflow,Medium,Closed,2025-03-27,12.98974,77.580788,43.4,98.6,107349,Electrical
CMP-000267,Ward-34,Power Outage,Medium,Resolved,2026-01-14,12.880418,77.471287,22.6,23.2,87603,Water Board
CMP-000268,Ward-31,Public Nuisance,High,Open,2025-05-18,12.944338,77.680673,30.4,88.4,94507,Parks & Environment
CMP-000269,Ward-37,Sewage Overflow,High,Resolved,2024-05-01,12.960306,77.469176,,87.9,89847,Water Board
CMP-000270,Ward-39,Air Pollution,Medium,Closed,2025-07-29,12.773216,77.532744,69.2,52.5,110561,Water Board
CMP-000271,Ward-40,Noise Pollution,High,In Progress,2025-04-08,12.758531,77.601223,61.1,48.2,110448,Urban Planning
CMP-000272,Ward-11,Sewage Overflow,High,Resolved,2025-02-23,13.002084,77.516255,70.6,140.0,36319,Parks & Environment
CMP-000273,Ward-22,Road Damage,Medium,Pending,2026-05-07,13.052279,77.551198,,60.0,16504,Sanitation
CMP-000274,Ward-36,Air Pollution,High,Resolved,2025-06-04,12.775842,77.417628,36.7,48.4,51500,Sanitation
CMP-000275,Ward-21,Sewage Overflow,Medium,Pending,2025-12-10,12.803242,77.599616,131.2,42.3,93104,General Administration
CMP-000276,Ward-33,Garbage Collection,High,Closed,2025-12-29,12.968621,77.52077,61.7,66.6,82839,Urban Planning
CMP-000277,Ward-12,Sewage Overflow,Medium,In Progress,2024-04-28,12.86627,77.464098,0,48.0,99939,Parks & Environment
CMP-000278,Ward-28,Traffic Signal Fault,Medium,Open,2024-05-28,12.920744,77.537714,28.7,86.6,55306,Urban Planning
CMP-000279,Ward-19,Road Damage,Medium,In Progress,2025-04-08,12.917426,77.676708,41.7,12.4,33131,Parks & Environment
CMP-000280,Ward-19,Power Outage,Low,In Progress,2025-03-02,12.93451,77.678863,32.8,64.2,33131,Water Board
CMP-000281,Ward-29,Traffic Signal Fault,High,Resolved,2025-10-25,12.819191,77.474029,51.1,28.4,110932,Electrical
CMP-000282,Ward-12,Air Pollution,High,Open,2024-02-11,,,58.7,114.2,99939,Urban Planning
CMP-000283,Ward-3,Road Damage,Low,Open,2025-10-02,12.761251,77.468829,13.8,35.4,41062,Traffic Police
CMP-000284,Ward-12,Sewage Overflow,High,Open,2025-07-10,12.861795,77.454691,41.7,105.5,99939,Traffic Police
CMP-000285,Ward-40,Illegal Construction,Critical,Closed,2025-10-26,12.756427,77.599416,0,45.9,110448,Electrical
CMP-000286,Ward-8,Streetlight Outage,Medium,In Progress,2025-06-13,12.894269,77.434947,82.0,23.4,53427,Water Board
CMP-000287,Ward-6,Air Pollution,Low,Pending,2025-07-04,12.834025,77.467133,73.1,57.8,64797,Electrical
CMP-000288,Ward-35,Traffic Signal Fault,High,Resolved,2025-03-21,12.821965,77.47486,30.0,53.5,45007,General Administration
CMP-000289,Ward-12,Traffic Signal Fault,Medium,Resolved,2024-08-21,12.869274,77.461005,18.0,94.0,99939,Traffic Police
CMP-000290,Ward-40,Water Supply,High,Open,2026-05-18,12.757703,77.604598,99.1,50.7,110448,Urban Planning
CMP-000291,Ward-25,Streetlight Outage,Medium,Resolved,2025-06-30,13.007153,77.483952,65.0,13.8,28947,Urban Planning
CMP-000292,Ward-24,Air Pollution,Low,Closed,2024-05-24,12.934754,77.423567,20.2,43.0,109646,Roads & Infrastructure
CMP-000293,Ward-23,Road Damage,High,Closed,2024-05-25,12.947304,77.428782,79.2,59.0,115741,Sanitation
CMP-000294,Ward-36,Sewage Overflow,Medium,In Progress,2024-03-09,12.765234,77.403372,0,34.7,51500,Traffic Police
CMP-000295,Ward-40,Water Supply,Low,Resolved,2024-12-02,12.768578,77.592151,21.3,27.7,110448,Traffic Police
CMP-000296,Ward-21,Garbage Collection,Low,Resolved,2025-03-22,12.793529,77.601334,42.3,38.2,93104,General Administration
CMP-000297,Ward-36,Road Damage,Medium,Open,2024-10-14,12.777394,77.402224,24.2,57.1,51500,Roads & Infrastructure
CMP-000298,Ward-2,Traffic Signal Fault,Medium,Closed,2024-08-05,12.788875,77.623232,0,42.0,19165,General Administration
CMP-000299,Ward-38,Power Outage,Low,Resolved,2025-06-06,12.914674,77.470176,68.1,56.4,27363,Sanitation
CMP-000300,Ward-37,Air Pollution,Medium,Pending,2026-01-23,12.955333,77.473055,63.0,97.5,89847,Electrical
CMP-000301,Ward-14,Sewage Overflow,High,In Progress,2025-04-10,12.871468,77.687655,47.2,55.0,104733,Urban Planning
CMP-000302,Ward-12,Streetlight Outage,Medium,Resolved,2026-05-05,12.852611,77.457884,54.2,80.8,99939,Parks & Environment
CMP-000303,Ward-31,Public Nuisance,Low,Closed,2025-03-26,12.941237,77.675597,26.2,49.8,94507,Sanitation
CMP-000304,Ward-15,Streetlight Outage,Low,Open,2025-11-22,12.846861,77.624708,45.9,123.9,56347,Water Board
CMP-000305,Ward-9,Noise Pollution,Low,Resolved,2024-02-27,12.992148,77.594005,28.7,62.2,107349,Water Board
CMP-000306,Ward-6,Road Damage,Medium,Resolved,2025-05-08,12.826772,77.471201,12.5,23.8,64797,Sanitation
CMP-000307,Ward-22,Encroachment,Medium,Open,2025-01-22,13.046545,77.550905,93.7,135.7,16504,Parks & Environment
CMP-000308,Ward-40,Noise Pollution,High,Resolved,2026-02-09,12.758601,77.595682,85.0,49.5,110448,Water Board
CMP-000309,Ward-34,Streetlight Outage,High,Resolved,2025-03-15,12.880036,77.480418,33.9,22.4,87603,Roads & Infrastructure
CMP-000310,Ward-6,Garbage Collection,High,Resolved,2024-07-12,12.82347,77.469467,102.8,39.4,64797,Water Board
CMP-000311,Ward-27,Streetlight Outage,Low,Resolved,2024-09-16,12.8574,77.449187,20.8,67.2,15074,Parks & Environment
CMP-000312,Ward-31,Road Damage,Medium,Resolved,2024-11-10,12.949478,77.689539,26.1,69.4,94507,Roads & Infrastructure
CMP-000313,Ward-11,Road Damage,Medium,Closed,2026-03-31,13.010957,77.517979,43.2,62.5,36319,Water Board
CMP-000314,Ward-39,Streetlight Outage,Low,In Progress,2024-03-22,12.78126,77.533805,69.5,49.6,110561,Urban Planning
CMP-000315,Ward-12,Stray Animals,Medium,In Progress,2025-11-03,12.869669,77.463215,51.9,135.1,99939,Electrical
CMP-000316,Ward-1,Water Logging,Low,In Progress,2025-02-13,12.938891,77.405406,16.7,35.0,111530,Roads & Infrastructure
CMP-000317,Ward-36,Encroachment,Low,Pending,2024-10-10,12.764746,77.418685,19.2,67.6,51500,Water Board
CMP-000318,Ward-5,Sewage Overflow,Low,Open,2025-06-09,13.001963,77.409472,81.0,40.1,59597,General Administration
CMP-000319,Ward-22,Air Pollution,Medium,Resolved,2025-08-23,13.056076,77.558373,68.8,109.0,16504,Electrical
CMP-000320,Ward-23,Sewage Overflow,Low,Closed,2024-09-11,12.949831,77.432345,66.6,49.6,115741,Sanitation
CMP-000321,Ward-18,Road Damage,High,Pending,2024-07-13,12.792841,77.435882,54.3,16.6,112912,Electrical
CMP-000322,Ward-23,Road Damage,Low,Pending,2025-11-23,12.963201,77.434219,140.0,76.5,115741,Water Board
CMP-000323,Ward-37,Public Nuisance,Medium,Pending,2025-06-07,12.946298,77.458713,27.5,79.7,89847,Parks & Environment
CMP-000324,Ward-26,Public Nuisance,High,Resolved,2024-05-03,13.015121,77.488734,54.0,63.0,35032,Electrical
CMP-000325,Ward-17,Road Damage,Low,In Progress,2025-09-19,12.841265,77.59031,21.8,97.8,75142,Traffic Police
CMP-000326,Ward-37,Road Damage,Medium,In Progress,2024-04-12,12.955109,77.470353,0,63.8,89847,Electrical
CMP-000327,Ward-1,Road Damage,Medium,Pending,2026-05-19,12.944441,77.408183,29.2,62.7,111530,Urban Planning
CMP-000328,Ward-11,Water Supply,High,Resolved,2025-10-06,13.001871,77.51893,45.9,105.9,36319,Urban Planning
CMP-000329,Ward-39,Road Damage,Medium,Resolved,2024-06-27,12.788666,77.525007,32.2,81.4,110561,General Administration
CMP-000330,Ward-10,Public Nuisance,Medium,Pending,2025-03-07,12.773492,77.599812,69.5,77.3,45512,Sanitation
CMP-000331,Ward-18,Noise Pollution,Medium,Closed,2026-03-10,12.800117,77.439152,0,31.9,112912,Parks & Environment
CMP-000332,Ward-16,Stray Animals,Critical,Resolved,2024-03-22,12.86456,77.417798,141.4,95.2,109098,General Administration
CMP-000333,Ward-6,Road Damage,Medium,Open,2026-06-25,12.831158,77.459181,58.5,23.5,64797,Sanitation
CMP-000334,Ward-23,Public Nuisance,Low,Resolved,2026-06-10,12.954897,77.429814,0,98.5,115741,Sanitation
CMP-000335,Ward-37,Streetlight Outage,Medium,,2024-12-21,12.950326,77.458814,46.2,98.5,89847,Parks & Environment
CMP-000336,Ward-9,Garbage Collection,Medium,Open,2025-05-18,13.00776,77.585097,104.5,66.2,107349,Urban Planning
CMP-000337,Ward-13,Streetlight Outage,Medium,In Progress,2024-06-16,12.77572,77.593413,60.5,36.0,75589,Roads & Infrastructure
CMP-000338,Ward-40,Traffic Signal Fault,Medium,In Progress,2026-01-30,12.76689,77.591413,60.5,40.9,110448,Sanitation
CMP-000339,Ward-18,Power Outage,Medium,In Progress,2024-06-04,12.783854,77.442588,66.6,72.4,112912,Urban Planning
CMP-000340,Ward-6,Road Damage,Medium,In Progress,2024-11-15,12.839076,77.464562,25.0,54.3,64797,Water Board
CMP-000341,Ward-4,Garbage Collection,Medium,Resolved,2024-07-04,12.95865,77.617228,65.5,21.8,51463,Roads & Infrastructure
CMP-000342,Ward-29,Garbage Collection,Critical,Open,2026-01-22,12.827256,77.472684,85.3,35.6,110932,Urban Planning
CMP-000343,Ward-36,Sewage Overflow,Low,Resolved,2024-07-22,12.767429,77.400466,10.6,9.3,51500,Electrical
CMP-000344,Ward-18,Noise Pollution,Medium,In Progress,2024-02-13,12.794483,77.445704,53.2,50.4,112912,Roads & Infrastructure
CMP-000345,Ward-22,Air Pollution,Critical,Resolved,2024-03-02,13.045946,77.551812,52.5,77.2,16504,General Administration
CMP-000346,Ward-23,Traffic Signal Fault,Medium,Open,2025-12-06,12.95164,77.438854,66.8,82.0,115741,General Administration
CMP-000347,Ward-37,Road Damage,Low,Resolved,2024-10-08,12.958046,77.466245,39.9,70.5,89847,Sanitation
CMP-000348,Ward-30,Water Supply,Medium,In Progress,2024-07-08,12.903456,77.423159,30.1,103.8,31828,Traffic Police
CMP-000349,Ward-25,Road Damage,Medium,Closed,2024-06-06,13.015017,77.475469,41.1,37.0,28947,Roads & Infrastructure
CMP-000350,Ward-3,Road Damage,Medium,Open,2025-08-07,12.761774,77.463363,11.2,35.6,41062,Urban Planning
CMP-000351,Ward-1,Air Pollution,Low,Resolved,2026-06-30,12.94847,77.406864,26.1,33.3,111530,Parks & Environment
CMP-000352,Ward-40,Garbage Collection,Low,Open,2024-11-07,12.75781,77.590355,41.8,35.6,110448,Electrical
CMP-000353,Ward-16,Noise Pollution,Critical,Resolved,2025-07-25,12.868653,77.411967,45.2,47.4,109098,General Administration
CMP-000354,Ward-12,Illegal Construction,Medium,Resolved,2025-06-30,12.871023,77.461712,27.7,105.9,99939,Traffic Police
CMP-000355,Ward-21,Noise Pollution,Medium,In Progress,2026-02-23,,,32.9,70.8,93104,Parks & Environment
CMP-000356,Ward-2,Sewage Overflow,Critical,In Progress,2024-11-03,12.790437,77.616496,32.0,103.0,19165,Urban Planning
CMP-000357,Ward-37,Road Damage,Low,In Progress,2024-05-21,12.945993,77.472064,33.0,108.1,89847,Urban Planning
CMP-000358,Ward-5,Power Outage,High,Open,2026-04-25,13.000809,77.406007,69.9,60.9,59597,Urban Planning
CMP-000359,Ward-4,Encroachment,Low,Closed,2025-03-20,12.963136,77.617754,58.4,46.7,51463,Water Board
CMP-000360,Ward-34,Water Supply,Medium,Open,2025-05-29,12.889401,77.467436,3.5,0,87603,General Administration
CMP-000361,Ward-28,Garbage Collection,Medium,Open,2024-03-25,12.9292,77.551488,18.8,48.5,55306,Parks & Environment
CMP-000362,Ward-9,Sewage Overflow,Low,In Progress,2025-08-08,12.992743,77.587876,63.3,47.1,107349,Roads & Infrastructure
CMP-000363,Ward-37,Water Supply,Medium,Resolved,2024-12-22,12.944503,77.461161,15.4,40.9,89847,Sanitation
CMP-000364,Ward-29,Noise Pollution,Medium,Pending,2024-08-27,12.81583,77.469737,55.3,10.8,110932,Roads & Infrastructure
CMP-000365,Ward-10,Public Nuisance,High,Open,2025-12-11,12.776953,77.594481,31.5,92.3,45512,Electrical
CMP-000366,Ward-31,Noise Pollution,Critical,Resolved,2025-11-15,12.938293,77.685715,31.5,56.3,94507,Sanitation
CMP-000367,Ward-18,Water Supply,Medium,Open,2025-02-01,12.796068,77.445149,87.7,51.4,112912,Roads & Infrastructure
CMP-000368,Ward-15,Water Logging,Medium,Resolved,2024-11-19,12.846978,77.632436,38.8,88.1,56347,General Administration
CMP-000369,Ward-34,Garbage Collection,Medium,Resolved,2024-01-19,12.882382,77.47141,21.3,27.7,87603,Urban Planning
CMP-000370,Ward-2,Air Pollution,Critical,In Progress,2024-12-15,12.788693,77.625339,75.5,77.7,19165,Electrical
CMP-000371,Ward-20,Encroachment,Low,Resolved,2024-07-30,12.905907,77.428894,24.7,30.3,97240,Sanitation
CMP-000372,Ward-9,Streetlight Outage,High,Closed,2025-11-02,13.007482,77.593898,46.6,92.2,107349,Roads & Infrastructure
CMP-000373,Ward-2,Tree Fall,High,Resolved,2025-02-25,12.776816,77.627112,69.3,35.0,19165,Urban Planning
CMP-000374,Ward-2,Tree Fall,Medium,In Progress,2025-08-03,12.782996,77.624127,52.3,70.9,19165,Roads & Infrastructure
CMP-000375,Ward-39,Sewage Overflow,Medium,Open,2025-01-31,12.778908,77.522065,48.3,63.8,110561,Water Board
CMP-000376,Ward-13,Tree Fall,Low,Pending,2025-03-25,12.778764,77.590292,36.8,63.1,75589,Electrical
CMP-000377,Ward-25,Power Outage,Medium,Pending,2025-08-08,13.014632,77.479522,83.9,23.6,28947,Roads & Infrastructure
CMP-000378,Ward-16,Sewage Overflow,Medium,Resolved,2025-07-25,12.868097,77.42516,92.0,60.7,109098,General Administration
CMP-000379,Ward-30,Road Damage,Low,Pending,2025-12-07,12.896136,77.413609,79.2,48.9,31828,Roads & Infrastructure
CMP-000380,Ward-35,Road Damage,Medium,Resolved,2024-07-02,12.818108,77.473997,57.7,36.7,45007,Roads & Infrastructure
CMP-000381,Ward-11,Power Outage,Low,Open,2025-04-05,13.012626,77.505744,36.2,34.3,36319,Sanitation
CMP-000382,Ward-22,Illegal Construction,Medium,Open,2026-06-08,13.041728,77.564117,102.7,88.3,16504,General Administration
CMP-000383,Ward-13,Water Supply,High,Open,2025-05-24,12.778529,77.591363,109.7,47.7,75589,Electrical
CMP-000384,Ward-29,Water Supply,Medium,In Progress,2025-07-14,12.817398,77.474834,61.0,29.0,110932,Sanitation
CMP-000385,Ward-3,Stray Animals,High,In Progress,2024-03-30,12.74992,77.46393,67.7,51.3,41062,Sanitation
CMP-000386,Ward-3,Water Supply,Low,In Progress,2025-01-23,12.765344,77.47076,55.3,30.6,41062,General Administration
CMP-000387,Ward-34,Streetlight Outage,Low,In Progress,2024-02-29,12.877632,77.478967,0,7.6,87603,General Administration
CMP-000388,Ward-19,Streetlight Outage,High,In Progress,2025-08-11,12.935276,77.666424,67.0,60.4,33131,General Administration
CMP-000389,Ward-19,Water Logging,Low,Open,2025-10-02,12.931311,77.674096,54.1,66.9,33131,Parks & Environment
CMP-000390,Ward-14,Water Supply,Low,In Progress,2026-03-20,12.855194,77.692863,5.5,51.4,104733,Roads & Infrastructure
CMP-000391,Ward-40,Air Pollution,High,Open,2026-05-03,12.76301,77.599486,104.2,24.5,110448,Sanitation
CMP-000392,Ward-35,Public Nuisance,Medium,Closed,2026-01-30,12.810154,77.466486,7.0,53.0,45007,Water Board
CMP-000393,Ward-23,Water Supply,Low,Closed,2024-12-13,12.963757,77.436896,93.3,44.9,115741,Parks & Environment
CMP-000394,Ward-20,Power Outage,Low,Open,2025-02-27,12.894594,77.434814,8.1,58.3,97240,Urban Planning
CMP-000395,Ward-3,Tree Fall,High,Resolved,2024-01-26,12.76492,77.47369,64.0,43.9,41062,General Administration
CMP-000396,Ward-10,Tree Fall,Low,Pending,2025-06-12,,,55.7,52.5,45512,Roads & Infrastructure
CMP-000397,Ward-39,Public Nuisance,Low,Closed,2024-04-15,12.779491,77.532495,33.2,84.6,110561,Urban Planning
CMP-000398,Ward-19,Garbage Collection,Low,Resolved,2024-04-30,12.920829,77.662497,92.4,72.3,33131,Roads & Infrastructure
CMP-000399,Ward-10,Air Pollution,High,Resolved,2024-06-24,12.762292,77.600644,42.1,116.3,45512,Sanitation
CMP-000400,Ward-25,Water Supply,Medium,Open,2025-09-02,13.020582,77.481606,38.5,27.1,28947,Traffic Police
CMP-000401,Ward-35,Water Supply,Critical,Closed,2025-08-04,12.81167,77.472322,46.7,54.3,45007,General Administration
CMP-000402,Ward-31,Garbage Collection,Low,Closed,2025-09-23,12.943086,77.681324,51.8,108.0,94507,Traffic Police
CMP-000403,Ward-2,Water Supply,Low,Resolved,2026-05-16,12.774165,77.627559,39.7,57.9,19165,Roads & Infrastructure
